"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","cluster","gene"
"ATP5J",0.00337590182431999,0.483859146173269,0.611,0.289,1,"7","ATP5J"
"TPM32",0.00411982278274793,0.291186088803729,0.833,0.468,1,"7","TPM3"
"CCT51",0.00441692404175763,0.448122224656365,0.417,0.182,1,"7","CCT5"
"NDUFA112",0.00470900614855428,0.415927342355678,0.778,0.404,1,"7","NDUFA11"
"TUBA1A1",0.00526818737289253,0.267705320321231,0.75,0.455,1,"7","TUBA1A"
"DNAJC8",0.0071160757251132,0.795168015585891,0.444,0.215,1,"7","DNAJC8"
"UCP22",0.00715197219333392,0.346070873875506,0.833,0.551,1,"7","UCP2"
"TXN",0.00952653128524506,0.608952479871104,0.389,0.197,1,"7","TXN"
"GP9",0,3.48237029191857,0.867,0.001,0,"8","GP9"
"ITGA2B",0,3.08587676033233,0.8,0.002,0,"8","ITGA2B"
"TMEM40",0,2.79923274097992,0.733,0.001,0,"8","TMEM40"
"AP001189.4",0,2.51631164959179,0.8,0.001,0,"8","AP001189.4"
"SEPT5",0,2.37199914557073,0.667,0.001,0,"8","SEPT5"
"LY6G6F",0,2.06294376654537,0.533,0,0,"8","LY6G6F"
"TREML1",5.04577860238535e-280,3.18556241165226,0.733,0.002,6.91978077531127e-276,"8","TREML1"
"PTCRA",1.53416782139517e-238,3.26728563751652,0.733,0.003,2.10395775026134e-234,"8","PTCRA"
"SPARC",6.67891125676854e-216,3.46440717631243,0.933,0.008,9.15945889753237e-212,"8","SPARC"
"SCGB1C1",5.83520321962575e-214,1.74202309311478,0.467,0.001,8.00239769539475e-210,"8","SCGB1C1"
"CLDN5",2.10567220774263e-202,2.49385780355545,0.4,0,2.88771886569824e-198,"8","CLDN5"
"HGD",2.36131956353102e-202,1.90222596539816,0.4,0,3.23831364942645e-198,"8","HGD"
"GNG11",6.13014154667539e-200,4.47892606981713,0.933,0.009,8.40687611711063e-196,"8","GNG11"
"RP11-879F14.2",6.5952103377612e-197,1.80371583289365,0.333,0,9.04467145720571e-193,"8","RP11-879F14.2"
"C2orf88",7.62542388027754e-193,2.27991401366576,0.467,0.001,1.04575063094126e-188,"8","C2orf88"
"PF4",6.19060836195614e-182,4.93889552838147,0.933,0.011,8.48980030758665e-178,"8","PF4"
"SDPR",6.46977319817927e-182,4.24765816118884,0.933,0.011,8.87264696398306e-178,"8","SDPR"
"CMTM5",4.76955440624062e-180,2.55173065850596,0.533,0.002,6.54096691271839e-176,"8","CMTM5"
"GP1BA",7.41893057784379e-168,1.95372229881239,0.533,0.003,1.0174321394455e-163,"8","GP1BA"
"ITGB3",3.33555183925735e-164,1.65493846010714,0.333,0,4.57437579235753e-160,"8","ITGB3"
"CLEC1B",1.23736886723547e-148,2.07441078568355,0.467,0.002,1.69692766452672e-144,"8","CLEC1B"
"AC147651.3",1.42909095380859e-148,1.98501015376038,0.467,0.002,1.95985533405311e-144,"8","AC147651.3"
"MYL9",2.00083483303255e-146,3.14687878222798,0.667,0.006,2.74394489002084e-142,"8","MYL9"
"ACRBP",2.44921652360336e-145,3.18398048087968,0.733,0.008,3.35885554046965e-141,"8","ACRBP"
"CLU",1.59459388173309e-132,4.17354468040956,0.867,0.014,2.18682604940877e-128,"8","CLU"
"PVALB",1.90790116822591e-126,1.39262640724389,0.267,0,2.61649566210502e-122,"8","PVALB"
"SCN1B",1.90790116822591e-126,1.07139772743274,0.267,0,2.61649566210502e-122,"8","SCN1B"
"AC137932.6",1.90790116822591e-126,0.974265236790777,0.267,0,2.61649566210502e-122,"8","AC137932.6"
"ARHGAP6",2.12307450699501e-126,1.24255445150402,0.267,0,2.91158437889296e-122,"8","ARHGAP6"
"FAXDC2",2.02903934101719e-123,1.93288599490406,0.333,0.001,2.78262455227097e-119,"8","FAXDC2"
"PPBP",4.23897408583367e-116,5.87365671613283,1,0.024,5.81332906131229e-112,"8","PPBP"
"C19orf33",1.21335873250101e-109,1.92687226636873,0.333,0.001,1.66400016575189e-105,"8","C19orf33"
"NRGN",1.83179206980702e-109,3.23296516748587,1,0.026,2.51211964453335e-105,"8","NRGN"
"PDZK1IP1",1.4541806422814e-105,1.72834961184692,0.267,0.001,1.99426333282471e-101,"8","PDZK1IP1"
"TUBA8",1.58960123535694e-105,0.995449498350851,0.267,0.001,2.17997913416851e-101,"8","TUBA8"
"ESAM",7.02752495911595e-99,1.69528993086061,0.333,0.002,9.63754772893162e-95,"8","ESAM"
"RP11-367G6.3",4.6453595020776e-97,2.15550758055202,0.533,0.007,6.37064602114922e-93,"8","RP11-367G6.3"
"F13A1",1.42846194816857e-91,2.41498932731105,0.6,0.01,1.95899271571838e-87,"8","F13A1"
"TUBB1",1.42888385068572e-91,3.94980729441394,0.733,0.016,1.9595713128304e-87,"8","TUBB1"
"FSTL1",1.30833927746421e-90,1.6043214218439,0.267,0.001,1.79425648511442e-86,"8","FSTL1"
"CTTN",2.06747622678574e-90,1.11834275043358,0.267,0.001,2.83533689741396e-86,"8","CTTN"
"ALOX12",8.2842090383744e-90,1.57912664079668,0.333,0.002,1.13609642752267e-85,"8","ALOX12"
"RGS18",8.79564547578555e-90,2.9020545386822,0.933,0.028,1.20623482054923e-85,"8","RGS18"
"HIST1H2AC",1.0244644359053e-82,3.85704403984079,0.933,0.031,1.40495052740053e-78,"8","HIST1H2AC"
"CA2",1.52110890633967e-78,3.35933898381872,0.667,0.015,2.08604875415423e-74,"8","CA2"
"PTGS1",6.80408162104426e-77,1.85264480894675,0.533,0.009,9.3311175351001e-73,"8","PTGS1"
"C6orf25",5.54309079559152e-75,1.6866161655429,0.4,0.005,7.60179471707421e-71,"8","C6orf25"
"CD9",7.35054472430258e-75,3.89840857275967,0.8,0.025,1.00805370349086e-70,"8","CD9"
"SNCA",1.33345412060141e-68,2.26104140164546,0.667,0.018,1.82869898099278e-64,"8","SNCA"
"HIST1H2BJ",3.32694921850214e-66,2.14689320936536,0.333,0.004,4.56257815825383e-62,"8","HIST1H2BJ"
"GAS2L1",3.60805245995778e-65,1.82337764120353,0.533,0.012,4.9480831435861e-61,"8","GAS2L1"
"TSC22D1",2.139584262666e-63,3.26867138929255,0.6,0.016,2.93422585782016e-59,"8","TSC22D1"
"MMD",4.44306400403198e-58,2.81624824476978,0.6,0.018,6.09321797512945e-54,"8","MMD"
"PCP2",1.0008504401038e-57,1.0587874415344,0.267,0.003,1.37256629355834e-53,"8","PCP2"
"DMTN",2.50274630661614e-47,2.31532668888531,0.333,0.006,3.43226628489338e-43,"8","DMTN"
"TPM1",1.70488823248324e-43,2.62520322776132,0.6,0.025,2.33808372202752e-39,"8","TPM1"
"ANKRD9",1.69204539208639e-42,1.21041848452777,0.267,0.004,2.32047105070728e-38,"8","ANKRD9"
"ABCC3",7.91787212040801e-40,1.04644830728524,0.267,0.004,1.08585698259275e-35,"8","ABCC3"
"RUFY1",3.45085534624641e-38,2.81567011415886,0.8,0.055,4.73250302184232e-34,"8","RUFY1"
"PGRMC1",1.08827006064429e-36,2.69611054203012,0.667,0.038,1.49245356116757e-32,"8","PGRMC1"
"MAP3K7CL",7.81422112004697e-33,2.12976887127783,0.4,0.014,1.07164228440324e-28,"8","MAP3K7CL"
"SENCR",3.84864941228577e-31,1.43009883305533,0.333,0.01,5.27803780400871e-27,"8","SENCR"
"MPP11",3.06640849105565e-29,2.76781676012971,0.733,0.061,4.20527260463372e-25,"8","MPP1"
"NGFRAP1",3.46664751804684e-26,2.78606699893544,0.8,0.085,4.75416040624944e-22,"8","NGFRAP1"
"TPM41",4.08552406766708e-26,2.98106977971801,0.933,0.125,5.60288770639863e-22,"8","TPM4"
"TPTEP1",1.57823661642034e-25,1.47742717396796,0.333,0.013,2.16439369575885e-21,"8","TPTEP1"
"NEXN",7.98482099992729e-25,1.16200775442015,0.267,0.008,1.09503835193003e-20,"8","NEXN"
"ILK",2.51745922327816e-24,2.57361811778135,0.867,0.108,3.45244357880367e-20,"8","ILK"
"PDLIM11",5.25524162117174e-24,2.2039309365334,0.667,0.06,7.20703835927492e-20,"8","PDLIM1"
"MLH3",6.48938273565103e-24,1.57046426942345,0.4,0.02,8.89953948367182e-20,"8","MLH3"
"SNN",8.83433301297786e-23,2.52570590738274,0.667,0.063,1.21154042939978e-18,"8","SNN"
"ACTN1",1.47264018649559e-21,2.1386902687406,0.667,0.069,2.01957875176005e-17,"8","ACTN1"
"SCFD2",7.61290427011169e-21,1.26007080156007,0.267,0.01,1.04403369160312e-16,"8","SCFD2"
"FAM63A",4.87060811507387e-20,1.19483578795227,0.267,0.01,6.67955196901231e-16,"8","FAM63A"
"ODC1",1.16321889642379e-18,2.49387674543793,0.733,0.098,1.59523839455558e-14,"8","ODC1"
"PARVB",6.13835083314532e-18,2.51757414156778,0.533,0.051,8.4181343325755e-14,"8","PARVB"
"GRAP2",8.61582714933864e-18,2.78639597654694,0.733,0.108,1.1815745352603e-13,"8","GRAP2"
"MARCH2",1.11853207478381e-17,2.22433118933587,0.533,0.052,1.53395488735852e-13,"8","MARCH2"
"HIST1H2BD",2.05103013930556e-17,1.13389075712786,0.267,0.012,2.81278273304365e-13,"8","HIST1H2BD"
"TMEM91",3.13490267480528e-17,1.69193634962883,0.4,0.029,4.29920552822796e-13,"8","TMEM91"
"PLA2G12A",1.04990070481183e-16,1.90047905349269,0.467,0.042,1.43983382657894e-12,"8","PLA2G12A"
"PNMA1",1.34277146758289e-16,1.71496484127244,0.4,0.03,1.84147679064318e-12,"8","PNMA1"
"FAH",1.43114221562374e-16,1.28382187613323,0.267,0.013,1.96266843450639e-12,"8","FAH"
"CTSA",2.214015993922e-16,2.5541756957036,0.8,0.146,3.03630153406464e-12,"8","CTSA"
"FERMT31",4.04396396229934e-16,2.6541755517532,0.867,0.177,5.54589217789731e-12,"8","FERMT3"
"HIST1H2BK",1.4289071474453e-15,2.35655258206364,0.6,0.076,1.95960326200648e-11,"8","HIST1H2BK"
"P2RX1",2.45835233881233e-15,1.3541254418059,0.333,0.022,3.37138439744723e-11,"8","P2RX1"
"GSN1",9.01863541886229e-15,1.92075142250358,0.467,0.048,1.23681566134277e-10,"8","GSN"
"CALM31",4.26204472159144e-14,2.23579347077096,1,0.357,5.8449681311905e-10,"8","CALM3"
"DAAM1",5.27771283138354e-14,0.92731972019573,0.267,0.016,7.23785537695938e-10,"8","DAAM1"
"CDKN2D1",5.82268239677167e-14,2.41107851778902,0.867,0.217,7.98522663893267e-10,"8","CDKN2D"
"NCOA4",6.01409079607424e-14,3.16567733486774,0.733,0.139,8.24772411773621e-10,"8","NCOA4"
"H1F0",8.03626623916398e-14,0.969256704763455,0.333,0.025,1.10209355203895e-09,"8","H1F0"
"GPX12",1.03912671171e-13,3.17677909146898,1,0.418,1.42505837243909e-09,"8","GPX1"
"RGS102",2.55391104494781e-13,2.49097770404566,1,0.411,3.50243360704143e-09,"8","RGS10"
"TUBA1C",4.00052455728823e-13,1.70092189539519,0.467,0.054,5.48631937786508e-09,"8","TUBA1C"
"KIAA0513",4.43876908046048e-13,1.19194004154149,0.267,0.017,6.0873279169435e-09,"8","KIAA0513"
"RSU1",8.88113195770899e-13,1.77250042234799,0.667,0.115,1.21795843668021e-08,"8","RSU1"
"CAPN1",1.38041124470007e-12,1.80402232940203,0.667,0.12,1.89309598098168e-08,"8","CAPN1"
"TMEM140",1.51791531325922e-12,1.54215541135184,0.333,0.028,2.08166906060369e-08,"8","TMEM140"
"CHMP6",1.55386165041086e-12,1.45081218495642,0.467,0.055,2.13096586737345e-08,"8","CHMP6"
"UBL4A",1.66599971274616e-12,1.49293611027598,0.467,0.056,2.28475200606008e-08,"8","UBL4A"
"MGLL",1.83761803183751e-12,0.961303587421704,0.267,0.018,2.52010936886195e-08,"8","MGLL"
"CCL52",2.07624970726365e-12,1.91162649008123,1,0.315,2.84736884854137e-08,"8","CCL5"
"MFSD1",2.78960453833621e-12,2.13327902613654,0.467,0.058,3.82566366387427e-08,"8","MFSD1"
"GMPR",3.61724537518085e-12,1.66647101547086,0.267,0.019,4.96069030752302e-08,"8","GMPR"
"FHL1",4.36105085742746e-12,1.8375316553179,0.333,0.03,5.98074514587602e-08,"8","FHL1"
"CD151",6.14723838176417e-12,1.71010196182899,0.4,0.044,8.43032271675139e-08,"8","CD151"
"TAGLN21",1.69224431335676e-11,2.3906964647861,1,0.505,2.32074385133746e-07,"8","TAGLN2"
"RNF11",1.94988797796467e-11,1.87935855318345,0.467,0.062,2.67407637298076e-07,"8","RNF11"
"HIST2H2BE",2.20014915176673e-11,1.32063632296975,0.333,0.031,3.0172845467329e-07,"8","HIST2H2BE"
"AGPAT1",2.42072284820911e-11,1.04419725294078,0.333,0.031,3.31977931403397e-07,"8","AGPAT1"
"CD27-AS1",3.87850742451614e-11,1.03458859719149,0.267,0.02,5.31898508198144e-07,"8","CD27-AS1"
"ABHD16A",5.61801827398441e-11,1.11420541533092,0.267,0.02,7.70455026094223e-07,"8","ABHD16A"
"SWI5",1.1521071178627e-10,1.44163101507485,0.4,0.048,1.57999970143691e-06,"8","SWI5"
"H2AFJ1",1.20531954033147e-10,1.87637110223299,0.667,0.149,1.65297521761057e-06,"8","H2AFJ"
"LIMS1",1.70285806417727e-10,2.15478271122006,0.667,0.153,2.3352995492127e-06,"8","LIMS1"
"MAX",1.72158510433121e-10,2.13966117677077,0.667,0.152,2.36098181207982e-06,"8","MAX"
"MCUR1",3.08530207404057e-10,1.72683670695295,0.4,0.05,4.23118326433924e-06,"8","MCUR1"
"SLC40A1",3.13268623398264e-10,1.86488033321469,0.333,0.036,4.2961659012838e-06,"8","SLC40A1"
"YWHAH",3.33314608283452e-10,2.05162467448305,0.733,0.194,4.57107653799926e-06,"8","YWHAH"
"MYL64",3.37834366166116e-10,1.51261577980956,1,0.849,4.63306049760212e-06,"8","MYL6"
"OAZ12",5.06252812298168e-10,1.73215249890879,1,0.907,6.94275106785708e-06,"8","OAZ1"
"GNB5",5.07200564527294e-10,1.15520026775072,0.333,0.034,6.95574854192731e-06,"8","GNB5"
"LEPROT",7.42356791831766e-10,1.5221650233,0.467,0.073,1.01806810431808e-05,"8","LEPROT"
"SH3BGRL34",1.52520797511068e-09,1.69790667057661,1,0.856,2.09167021706679e-05,"8","SH3BGRL3"
"H3F3A2",1.83723986920633e-09,2.00005781564794,0.867,0.38,2.51959075662956e-05,"8","H3F3A"
"MPST1",4.5089390821588e-09,1.47246256711494,0.4,0.057,6.18355905727258e-05,"8","MPST"
"PRDX6",5.06530959072363e-09,2.09433869434795,0.8,0.282,6.94656557271839e-05,"8","PRDX6"
"TUBA4A1",5.24283735292088e-09,2.60734529951774,0.733,0.248,7.19002714579569e-05,"8","TUBA4A"
"TPST22",5.65919359745069e-09,1.71519646753399,0.6,0.141,7.76101809954387e-05,"8","TPST2"
"XPNPEP1",1.24437621326484e-08,1.82052410006407,0.333,0.042,0.00017065375388714,"8","XPNPEP1"
"ARPC1B3",1.27385934181256e-08,1.77815790981916,1,0.741,0.000174697070136175,"8","ARPC1B"
"ACTB4",2.15904288889087e-08,1.63008401067454,1,0.991,0.000296091141782495,"8","ACTB"
"DAP",2.31250353865841e-08,1.09107810699735,0.4,0.06,0.000317136735291615,"8","DAP"
"PACSIN2",2.62859517146869e-08,1.12587790933887,0.333,0.043,0.000360485541815217,"8","PACSIN2"
"ATP2A3",4.93532390739772e-08,1.3403729110589,0.4,0.063,0.000676830320660523,"8","ATP2A3"
"LAMTOR12",5.12833275911601e-08,2.04268647900176,0.8,0.341,0.00070329955458517,"8","LAMTOR1"
"RBBP6",5.3249705582479e-08,1.63012229293769,0.533,0.121,0.000730266462358116,"8","RBBP6"
"NT5C3A",5.83875147810834e-08,1.53989195734899,0.467,0.091,0.000800726377707778,"8","NT5C3A"
"RAB11A",6.81655332469702e-08,1.78716116090164,0.533,0.119,0.00093482212294895,"8","RAB11A"
"GLA",6.89441770985853e-08,1.10860943167534,0.267,0.03,0.000945500444729999,"8","GLA"
"CYB5R1",8.95893799762335e-08,1.56217280539552,0.333,0.047,0.00122862875699407,"8","CYB5R1"
"TAX1BP3",1.04621743947276e-07,1.51419748401703,0.4,0.067,0.00143478259649295,"8","TAX1BP3"
"FKBP1A3",1.21528343142295e-07,1.57865141902679,0.867,0.46,0.00166663969785343,"8","FKBP1A"
"HIST1H1C",1.24914728841568e-07,1.34821834575597,0.4,0.068,0.00171308059133326,"8","HIST1H1C"
"DYNLL11",1.42607772171606e-07,1.79987169024431,0.8,0.336,0.0019557229875614,"8","DYNLL1"
"SAT12",2.12677229779372e-07,1.46807924859154,0.933,0.586,0.00291665552919431,"8","SAT1"
"ARPC52",2.48932196078836e-07,1.51037552556269,0.867,0.52,0.00341385613702515,"8","ARPC5"
"ITM2B",2.87497375941356e-07,1.37525131975683,0.933,0.785,0.00394273901365976,"8","ITM2B"
"TIMP12",3.24431307411623e-07,1.42167611913788,0.8,0.323,0.004449250949843,"8","TIMP1"
"MTFR1L",3.34038436425783e-07,1.00130466219794,0.333,0.049,0.00458100311714318,"8","MTFR1L"
"DNAJB61",3.69931759741712e-07,2.00499304050056,0.6,0.181,0.00507324415309784,"8","DNAJB6"
"ASAH12",4.86182417100844e-07,1.59933175811596,0.667,0.242,0.00666750566812098,"8","ASAH1"
"OST4",6.00823009929207e-07,1.52880860035774,0.867,0.561,0.00823968675816914,"8","OST4"
"RDH11",6.89536295872417e-07,1.29648287636391,0.4,0.074,0.00945630076159432,"8","RDH11"
"TMSB4X2",7.87383265838625e-07,1.18510362652794,1,1,0.0107981741077109,"8","TMSB4X"
"WDR12",8.50686791576954e-07,1.65777979440491,0.667,0.258,0.0116663186596863,"8","WDR1"
"MYL12A3",2.07705074487398e-06,1.4664661267688,0.933,0.869,0.0284846739152018,"8","MYL12A"
"TALDO11",2.13332915403867e-06,2.67842875840667,0.733,0.364,0.0292564760184863,"8","TALDO1"
"PYGL",2.54603897762634e-06,1.131024407281,0.267,0.037,0.0349163785391676,"8","PYGL"
"RIOK3",3.26665560685955e-06,1.25107270554373,0.333,0.059,0.0447989149924718,"8","RIOK3"
"TGFB12",3.62519679656481e-06,1.24537855854242,0.6,0.198,0.0497159488680898,"8","TGFB1"
"NENF1",3.93967312419044e-06,1.35374946419219,0.533,0.146,0.0540286772251476,"8","NENF"
"APP",3.98312743753659e-06,1.54316055832083,0.267,0.04,0.0546246096783767,"8","APP"
"TLN1",6.40395948939465e-06,1.3149307214652,0.467,0.124,0.0878239004375583,"8","TLN1"
"LMNA1",6.49599171812371e-06,1.07804542344555,0.333,0.061,0.0890860304223486,"8","LMNA"
"NAP1L11",7.1999162640943e-06,1.50720282875926,0.867,0.571,0.0987396516457893,"8","NAP1L1"
"PKM1",7.30169755089279e-06,1.67956613613604,0.8,0.419,0.100135480212944,"8","PKM"
"PYCR2",8.68641709899979e-06,1.30039173983061,0.4,0.091,0.119125524095683,"8","PYCR2"
"UBAC2",1.19629371242697e-05,1.25190843435764,0.467,0.13,0.164059719722235,"8","UBAC2"
"NDUFAF3",1.27286501757169e-05,1.58017209689422,0.6,0.218,0.174560708509781,"8","NDUFAF3"
"RABGAP1L1",1.29511022202084e-05,1.43068256152648,0.4,0.093,0.177611415847938,"8","RABGAP1L"
"GPX42",1.48699357862507e-05,1.05530404263568,0.8,0.539,0.203926299372642,"8","GPX4"
"SRGN4",1.5413214956476e-05,2.02324842921321,0.933,0.595,0.211376829913112,"8","SRGN"
"MTPN",1.61723206729848e-05,1.21895974866759,0.467,0.128,0.221787205709314,"8","MTPN"
"PTPN182",1.77609806309837e-05,1.42556022270986,0.467,0.139,0.243574088373311,"8","PTPN18"
"VDAC3",2.00809397041413e-05,3.38031904238627,0.533,0.167,0.275390007102594,"8","VDAC3"
"ABTB1",2.75720676793543e-05,1.38983768915622,0.4,0.096,0.378123336154665,"8","ABTB1"
"PPDPF1",3.03168741265162e-05,0.941281391887413,0.933,0.805,0.415765611771044,"8","PPDPF"
"RAP1B2",3.08518125484211e-05,2.12697639997275,0.667,0.36,0.423101757289046,"8","RAP1B"
"AP1B1",3.17230302306921e-05,0.789706513947532,0.267,0.044,0.435049636583712,"8","AP1B1"
"SERF23",3.54417327589141e-05,0.967985743756136,0.933,0.855,0.486047923055748,"8","SERF2"
"USF2",5.01295546319729e-05,1.42478787124111,0.4,0.101,0.687476712222876,"8","USF2"
"ERV3-1",5.142154788641e-05,0.580444492654248,0.267,0.045,0.705195107714227,"8","ERV3-1"
"RAB101",6.28612375055701e-05,1.25831019947016,0.467,0.147,0.862079011151388,"8","RAB10"
"SOD22",7.47553820748131e-05,1.32374913740444,0.533,0.199,1,"8","SOD2"
"ACTG13",0.000155684181441475,0.715186792446811,0.933,0.86,1,"8","ACTG1"
"TMEM50A2",0.000167221815461774,1.3137261510735,0.6,0.263,1,"8","TMEM50A"
"RAB323",0.000183276365557008,0.994390739569485,0.333,0.083,1,"8","RAB32"
"C9orf161",0.000238092390287098,1.5447756960987,0.667,0.36,1,"8","C9orf16"
"ADIPOR1",0.000256869180996714,1.46621798578413,0.4,0.128,1,"8","ADIPOR1"
"TACC3",0.000276209347585228,0.894038983143384,0.267,0.054,1,"8","TACC3"
"DBNL",0.000308045947495454,1.28917996280072,0.533,0.238,1,"8","DBNL"
"FLNA3",0.000309690643452715,1.39065012881975,0.533,0.209,1,"8","FLNA"
"STX112",0.000323515182703016,1.33067658303403,0.4,0.131,1,"8","STX11"
"ARF1",0.000413903268684827,1.34330683044141,0.667,0.451,1,"8","ARF1"
"HMGB11",0.000453551730872044,0.895906069175025,0.8,0.63,1,"8","HMGB1"
"MIR4435-1HG",0.000600383491072426,1.15942450451496,0.267,0.063,1,"8","MIR4435-1HG"
"RAB37",0.000632809066327648,0.928195859725138,0.267,0.06,1,"8","RAB37"
"TMED3",0.00063312888889044,1.03820220166004,0.333,0.097,1,"8","TMED3"
"ITGB1",0.000689813559799282,0.954981175052549,0.267,0.063,1,"8","ITGB1"
"SLC39A31",0.000742074808225,1.078098707361,0.267,0.062,1,"8","SLC39A3"
"SNX33",0.000807418952366318,0.869595957960922,0.733,0.46,1,"8","SNX3"
"SNAP23",0.000893585509616131,1.56715246095888,0.4,0.14,1,"8","SNAP23"
"LDLRAP1",0.000940402092842922,0.768680715409744,0.4,0.124,1,"8","LDLRAP1"
"ACADVL",0.00105353498199131,1.08701091527493,0.333,0.102,1,"8","ACADVL"
"STXBP22",0.00111727612352893,1.04462023839602,0.533,0.24,1,"8","STXBP2"
"SPINT21",0.00115904863227057,1.62666145449671,0.4,0.153,1,"8","SPINT2"
"SQSTM1",0.00124282761010474,1.82654373179051,0.467,0.205,1,"8","SQSTM1"
"TUBB4B",0.00127138685298153,0.97000717136479,0.4,0.134,1,"8","TUBB4B"
"GAPDH2",0.00128173597967953,0.707766617404455,0.933,0.842,1,"8","GAPDH"
"WBP2",0.00138986696070642,1.52528979928444,0.4,0.151,1,"8","WBP2"
"C9orf891",0.00143522043623699,1.28517090557233,0.333,0.108,1,"8","C9orf89"
"SPNS1",0.00145972542637685,0.773967491239753,0.267,0.066,1,"8","SPNS1"
"FTH12",0.00149228400875915,0.349519496238757,1,0.988,1,"8","FTH1"
"ANKRD10",0.00151988131455731,1.37691341584138,0.267,0.067,1,"8","ANKRD10"
"YIF1B1",0.00168705264175055,0.906347961166386,0.267,0.069,1,"8","YIF1B"
"VAPA",0.00173809512474676,1.03653668478249,0.533,0.286,1,"8","VAPA"
"GSTO12",0.00201123468930486,2.31398546934901,0.533,0.288,1,"8","GSTO1"
"MAGED2",0.00208447996934948,0.995179767234898,0.333,0.106,1,"8","MAGED2"
"CD992",0.00255224465442985,1.23383151147002,0.667,0.502,1,"8","CD99"
"ARHGDIB1",0.00293551183791279,0.681092002057222,1,0.907,1,"8","ARHGDIB"
"GLUL1",0.00347782089592673,1.18774987099271,0.333,0.12,1,"8","GLUL"
"LYL11",0.00356975661202647,1.1176383346169,0.333,0.115,1,"8","LYL1"
"CYB5R3",0.00380817986597658,0.852721112884939,0.267,0.076,1,"8","CYB5R3"
"UBXN11",0.0038231688410438,0.882698312339682,0.267,0.077,1,"8","UBXN11"
"TMEM2191",0.00395565199808051,1.01310570627045,0.533,0.272,1,"8","TMEM219"
"RBX11",0.0039865208826409,0.963553206543522,0.533,0.289,1,"8","RBX1"
"SECISBP2",0.00415760159107567,1.31375552113744,0.267,0.079,1,"8","SECISBP2"
"HTATIP2",0.00436720723277214,1.07025156464227,0.333,0.123,1,"8","HTATIP2"
"PLEK3",0.00468297088401444,1.03359612870772,0.4,0.168,1,"8","PLEK"
"ZCCHC17",0.00492124431768497,0.547684428947217,0.267,0.074,1,"8","ZCCHC17"
"G6PD",0.00502420112610688,0.976190941123067,0.267,0.082,1,"8","G6PD"
"BRK12",0.00523073701602435,0.794381669363898,0.733,0.546,1,"8","BRK1"
"RAB4A",0.00539035371283564,1.37194617695802,0.333,0.119,1,"8","RAB4A"
"ETFA",0.00555121221802284,1.49031195428514,0.333,0.132,1,"8","ETFA"
"CAMTA1",0.00642536697229275,1.45376643317946,0.267,0.088,1,"8","CAMTA1"
"SDHA",0.0070219768580752,0.831332871198671,0.333,0.118,1,"8","SDHA"
"GNAS3",0.0070247402465504,0.906253656450674,0.533,0.297,1,"8","GNAS"
"STOM",0.0070830511925487,0.888107585683916,0.267,0.081,1,"8","STOM"
"TPM33",0.00749568540915714,1.33580266160164,0.667,0.472,1,"8","TPM3"
